OrderId,Product,QuantityOrdered,PriceEach,OrderDate,CityStore,Category,OrderStatus
224020,Macbook Pro Laptop,16,1.7,7/13/2019,San Francisco,Laptop,Completed
195593,AAA Batteries (4-pack),1,2.99,5/28/2019,Los Angeles,Batteries,Cancelled
155221,USB-C Charging Cable,1,11.95,2/2/2019,New York City,Cable,In Progress
187983,Lightning Charging Cable,12,14.95,4/17/2019,Boston,Cable,Completed
261513,USB-C Charging Cable,4,11.95,10/27/2019,Boston,Cable,Completed
266768,Wired Headphones,5,11.99,10/3/2019,Los Angeles,Headphones,Completed
299128,USB-C Charging Cable,10,11.95,12/14/2019,Boston,Cable,In Progress
266506,Lightning Charging Cable,2,14.95,10/20/2019,New York City,Cable,Completed
267682,Bose SoundSport Headphones,5,99.99,10/23/2019,Boston,Headphones,Completed
270832,Apple Airpods Headphones,8,15000,10/9/2019,Boston,Headphones,Completed
305178,Google Phone,20,60000,12/10/2019,San Francisco,Phone,In Progress
313690,27in FHD Monitor,12,149.99,12/29/2019,San Francisco,Monitor,Cancelled
178929,Lightning Charging Cable,10,14.95,4/14/2019,Los Angeles,Cable,Cancelled
263609,Wired Headphones,16,11.99,10/3/2019,San Francisco,Headphones,Completed
150633,Wired Headphones,6,11.99,2/9/2019,Los Angeles,Headphones,In Progress
228611,Lightning Charging Cable,3,14.95,7/20/2019,San Francisco,Cable,Completed
167666,AAA Batteries (4-pack),8,2.99,3/13/2019,Boston,Batteries,Completed
153235,Wired Headphones,6,11.99,2/6/2019,Boston,Headphones,Completed
285123,Apple Airpods Headphones,15,15000,11/13/2019,Dallas,Headphones,Completed
148004,20in Monitor,9,109.99,1/22/2019,New York City,Monitor,Completed
243813,USB-C Charging Cable,2,11.95,8/6/2019,Dallas,Cable,Completed
284715,Wired Headphones,3,11.99,11/28/2019,Los Angeles,Headphones,Completed
218923,USB-C Charging Cable,20,11.95,6/1/2019,Los Angeles,Cable,Completed
258369,USB-C Charging Cable,20,11.95,9/28/2019,San Francisco,Cable,Completed
317754,Bose SoundSport Headphones,2,99.99,12/25/2019,New York City,Headphones,Cancelled
193238,Vareebadd Phone,10,40000,4/29/2019,New York City,Phone,Completed
288130,iPhone,5,70000,11/10/2019,Los Angeles,Phone,Completed
260462,Wired Headphones,8,11.99,10/4/2019,New York City,Headphones,Completed
243298,AAA Batteries (4-pack),60,2.99,8/8/2019,Dallas,Batteries,Cancelled
258360,Bose SoundSport Headphones,6,99.99,9/4/2019,Boston,Headphones,Cancelled
218908,Wired Headphones,2,11.99,6/11/2019,Dallas,Headphones,Completed
227450,AA Batteries (4-pack),16,3.84,7/9/2019,Boston,Batteries,In Progress
259015,AA Batteries (4-pack),4,3.84,9/26/2019,San Francisco,Batteries,Completed
239761,Wired Headphones,12,11.99,8/2/2019,Dallas,Headphones,In Progress
241461,Wired Headphones,5,11.99,8/27/2019,Boston,Headphones,Completed
232294,USB-C Charging Cable,3,11.95,7/17/2019,San Francisco,Cable,Completed
297955,20in Monitor,8,109.99,12/29/2019,New York City,Monitor,Completed
202137,AAA Batteries (4-pack),24,2.99,5/19/2019,San Francisco,Batteries,Completed
291131,27in 4K Gaming Monitor,4,389.99,11/6/2019,New York City,Monitor,In Progress
264282,iPhone,15,70000,10/7/2019,Los Angeles,Phone,In Progress
225464,20in Monitor,15,109.99,7/18/2019,San Francisco,Monitor,Completed
213939,Lightning Charging Cable,5,14.95,6/23/2019,Dallas,Cable,Completed
167148,Apple Airpods Headphones,2,15000,3/15/2019,Dallas,Headphones,Completed
226378,Bose SoundSport Headphones,2,99.99,7/11/2019,Boston,Headphones,Cancelled
166225,34in Ultrawide Monitor,25,379.99,3/1/2019,Los Angeles,Monitor,Completed
305961,USB-C Charging Cable,4,11.95,12/23/2019,New York City,Cable,Completed
221534,Lightning Charging Cable,8,14.95,6/1/2019,New York City,Cable,Completed
210137,AA Batteries (4-pack),9,3.84,6/18/2019,Los Angeles,Batteries,Completed
313157,27in FHD Monitor,12,149.99,12/30/2019,Los Angeles,Monitor,Cancelled
312368,Macbook Pro Laptop,16,1.7,12/10/2019,Boston,Laptop,Cancelled
169116,Bose SoundSport Headphones,20,99.99,3/8/2019,San Francisco,Headphones,Completed
221141,AAA Batteries (4-pack),8,2.99,6/2/2019,Boston,Batteries,Completed
156132,AA Batteries (4-pack),4,3.84,2/12/2019,Los Angeles,Batteries,Completed
281827,Lightning Charging Cable,24,14.95,11/8/2019,New York City,Cable,Cancelled
163867,AA Batteries (4-pack),8,3.84,3/24/2019,San Francisco,Batteries,Completed
217616,34in Ultrawide Monitor,9,379.99,6/25/2019,Los Angeles,Monitor,Completed
205013,27in 4K Gaming Monitor,2,389.99,5/16/2019,Boston,Monitor,Completed
144717,AAA Batteries (4-pack),40,2.99,1/29/2019,San Francisco,Batteries,Cancelled
208687,USB-C Charging Cable,8,11.95,5/19/2019,Dallas,Cable,Completed
283286,27in FHD Monitor,8,149.99,11/16/2019,San Francisco,Monitor,Completed
307533,Wired Headphones,1,11.99,12/24/2019,Los Angeles,Headphones,Completed
168443,27in 4K Gaming Monitor,4,389.99,3/13/2019,New York City,Monitor,Completed
247365,Apple Airpods Headphones,2,15000,8/31/2019,Dallas,Headphones,Completed
271350,Flatscreen TV,8,30000,10/29/2019,Boston,TV,Completed
253123,27in FHD Monitor,20,149.99,9/1/2019,Dallas,Monitor,Completed
303591,iPhone,25,70000,12/25/2019,Dallas,Phone,Completed
196379,27in FHD Monitor,1,149.99,5/19/2019,Dallas,Monitor,Completed
205016,Lightning Charging Cable,8,14.95,5/17/2019,San Francisco,Cable,Completed
316054,Apple Airpods Headphones,4,15000,12/14/2019,New York City,Headphones,Completed
194670,AA Batteries (4-pack),20,3.84,5/20/2019,Los Angeles,Batteries,Completed
246445,34in Ultrawide Monitor,15,379.99,8/14/2019,Los Angeles,Monitor,In Progress
267414,Lightning Charging Cable,15,14.95,10/20/2019,Dallas,Cable,Cancelled
205430,Lightning Charging Cable,2,14.95,5/22/2019,San Francisco,Cable,Completed
277650,AA Batteries (4-pack),1,3.84,10/30/2019,Los Angeles,Batteries,Completed
265568,AAA Batteries (4-pack),6,2.99,10/19/2019,New York City,Batteries,Completed
181037,Wired Headphones,4,11.99,4/7/2019,New York City,Headphones,Completed
297824,Lightning Charging Cable,30,14.95,12/9/2019,Boston,Cable,Cancelled
245516,AAA Batteries (4-pack),6,2.99,8/12/2019,Dallas,Batteries,Completed
299518,Flatscreen TV,15,30000,12/7/2019,San Francisco,TV,Completed
177360,AAA Batteries (4-pack),20,2.99,4/29/2019,Boston,Batteries,Completed
207392,27in 4K Gaming Monitor,10,389.99,5/11/2019,Dallas,Monitor,Completed
192315,Bose SoundSport Headphones,9,99.99,4/6/2019,New York City,Headphones,Cancelled
193628,Bose SoundSport Headphones,12,99.99,4/3/2019,San Francisco,Headphones,Completed
179328,Wired Headphones,9,11.99,4/1/2019,San Francisco,Headphones,Completed
270683,AA Batteries (4-pack),3,3.84,10/21/2019,Boston,Batteries,Completed
245147,Wired Headphones,10,11.99,8/11/2019,Los Angeles,Headphones,Completed
306083,USB-C Charging Cable,15,11.95,12/14/2019,San Francisco,Cable,In Progress
165576,AAA Batteries (4-pack),2,2.99,3/5/2019,New York City,Batteries,Completed
162810,Flatscreen TV,2,30000,3/26/2019,New York City,TV,Completed
156784,27in 4K Gaming Monitor,9,389.99,2/17/2019,Dallas,Monitor,Completed
312127,27in 4K Gaming Monitor,25,389.99,12/22/2019,Los Angeles,Monitor,Completed
150749,Vareebadd Phone,10,40000,2/19/2019,New York City,Phone,Completed
221799,27in FHD Monitor,4,149.99,6/18/2019,Boston,Monitor,In Progress
155730,Apple Airpods Headphones,8,15000,2/17/2019,Dallas,Headphones,Completed
287996,Flatscreen TV,10,30000,11/27/2019,San Francisco,TV,Completed
219709,AA Batteries (4-pack),20,3.84,6/15/2019,Dallas,Batteries,Completed
149433,AA Batteries (4-pack),25,3.84,1/11/2019,Dallas,Batteries,Cancelled
243947,USB-C Charging Cable,4,11.95,8/28/2019,Los Angeles,Cable,Completed
251959,Wired Headphones,15,11.99,9/26/2019,Boston,Headphones,Completed
196233,AA Batteries (4-pack),4,3.84,5/13/2019,Dallas,Batteries,Cancelled
259670,AAA Batteries (4-pack),4,2.99,10/17/2019,Dallas,Batteries,Completed
211572,27in FHD Monitor,12,149.99,6/3/2019,San Francisco,Monitor,Cancelled
211170,Lightning Charging Cable,20,14.95,6/20/2019,New York City,Cable,Cancelled
291938,AAA Batteries (4-pack),6,2.99,11/1/2019,San Francisco,Batteries,Completed
159812,AAA Batteries (4-pack),15,2.99,2/24/2019,Dallas,Batteries,Cancelled
231892,27in 4K Gaming Monitor,2,389.99,7/12/2019,Los Angeles,Monitor,Cancelled
157189,Flatscreen TV,12,30000,2/23/2019,Los Angeles,TV,Completed
282741,AA Batteries (4-pack),16,3.84,11/12/2019,New York City,Batteries,Cancelled
194917,LG Dryer,6,600,5/22/2019,San Francisco,Dryer,Completed
236623,34in Ultrawide Monitor,1,379.99,7/10/2019,New York City,Monitor,Completed
258902,LG Washing Machine,4,600,9/18/2019,Boston,Machine,Completed
177366,Apple Airpods Headphones,2,15000,4/27/2019,Dallas,Headphones,Completed
189290,Google Phone,1,60000,4/17/2019,Los Angeles,Phone,Completed
219453,iPhone,6,70000,6/28/2019,San Francisco,Phone,Completed
295737,iPhone,6,70000,12/19/2019,Los Angeles,Phone,Completed
206335,Lightning Charging Cable,6,14.95,5/2/2019,San Francisco,Cable,Completed
187450,27in FHD Monitor,12,149.99,4/29/2019,San Francisco,Monitor,Completed
199392,Google Phone,20,60000,5/4/2019,San Francisco,Phone,Completed
307146,Wired Headphones,8,11.99,12/18/2019,Boston,Headphones,Completed
239502,20in Monitor,9,109.99,8/9/2019,Dallas,Monitor,Completed
192958,Apple Airpods Headphones,4,15000,4/16/2019,New York City,Headphones,Completed
291137,Flatscreen TV,20,30000,11/9/2019,San Francisco,TV,Completed
275548,USB-C Charging Cable,25,11.95,10/4/2019,Dallas,Cable,In Progress
155855,AAA Batteries (4-pack),16,2.99,2/1/2019,Dallas,Batteries,Completed
263737,Apple Airpods Headphones,5,15000,10/6/2019,Boston,Headphones,Completed
315911,Vareebadd Phone,9,40000,12/21/2019,New York City,Phone,In Progress
217598,Apple Airpods Headphones,5,15000,6/17/2019,San Francisco,Headphones,Cancelled
193229,34in Ultrawide Monitor,2,379.99,4/9/2019,San Francisco,Monitor,Completed
304115,20in Monitor,8,109.99,12/12/2019,Los Angeles,Monitor,Completed
272517,AAA Batteries (4-pack),4,2.99,10/23/2019,Los Angeles,Batteries,Completed
236882,Macbook Pro Laptop,4,1.7,8/9/2019,New York City,Laptop,Completed
310287,USB-C Charging Cable,5,11.95,12/5/2019,Dallas,Cable,Completed
148007,USB-C Charging Cable,3,11.95,1/20/2019,Dallas,Cable,Completed
291670,AA Batteries (4-pack),3,3.84,11/21/2019,Boston,Batteries,Completed
262031,Google Phone,16,60000,10/26/2019,New York City,Phone,Completed
159282,USB-C Charging Cable,12,11.95,2/26/2019,San Francisco,Cable,Completed
209488,Bose SoundSport Headphones,12,99.99,5/15/2019,San Francisco,Headphones,Completed
199374,Wired Headphones,8,11.99,5/14/2019,Boston,Headphones,Cancelled
237534,Apple Airpods Headphones,6,15000,8/28/2019,San Francisco,Headphones,Completed
197421,AAA Batteries (4-pack),4,2.99,5/1/2019,New York City,Batteries,Completed
154557,Wired Headphones,5,11.99,2/22/2019,New York City,Headphones,In Progress
281848,USB-C Charging Cable,8,11.95,11/23/2019,San Francisco,Cable,Completed
310543,AA Batteries (4-pack),40,3.84,12/5/2019,Los Angeles,Batteries,Completed
274625,AA Batteries (4-pack),4,3.84,10/21/2019,Dallas,Batteries,Completed
198591,Wired Headphones,12,11.99,5/23/2019,Dallas,Headphones,Completed
284581,USB-C Charging Cable,4,11.95,11/5/2019,New York City,Cable,Completed
209229,AA Batteries (4-pack),10,3.84,5/27/2019,Los Angeles,Batteries,Cancelled
160181,Flatscreen TV,2,30000,2/23/2019,New York City,TV,Completed
220352,Bose SoundSport Headphones,9,99.99,6/13/2019,Los Angeles,Headphones,Completed
255100,27in FHD Monitor,6,149.99,9/8/2019,Los Angeles,Monitor,Cancelled
309230,AAA Batteries (4-pack),8,2.99,12/1/2019,San Francisco,Batteries,In Progress
186283,Bose SoundSport Headphones,5,99.99,4/21/2019,San Francisco,Headphones,Cancelled
254436,AAA Batteries (4-pack),1,2.99,9/11/2019,New York City,Batteries,Completed
274631,Apple Airpods Headphones,25,15000,10/28/2019,Los Angeles,Headphones,Completed
154289,USB-C Charging Cable,4,11.95,2/13/2019,Dallas,Cable,Completed
286290,Wired Headphones,15,11.99,11/11/2019,Los Angeles,Headphones,In Progress
261123,Apple Airpods Headphones,3,15000,10/31/2019,Los Angeles,Headphones,Completed
269653,USB-C Charging Cable,12,11.95,10/11/2019,San Francisco,Cable,Completed
235709,iPhone,2,70000,7/28/2019,Boston,Phone,Completed
144336,Lightning Charging Cable,3,14.95,1/20/2019,Boston,Cable,Completed
262037,Lightning Charging Cable,16,14.95,10/5/2019,San Francisco,Cable,Completed
185086,Wired Headphones,5,11.99,4/26/2019,New York City,Headphones,Completed
195456,USB-C Charging Cable,6,11.95,5/25/2019,Los Angeles,Cable,Completed
158624,Wired Headphones,12,11.99,2/1/2019,New York City,Headphones,Completed
251033,Apple Airpods Headphones,4,15000,9/12/2019,San Francisco,Headphones,Completed
287737,Apple Airpods Headphones,15,15000,11/1/2019,Los Angeles,Headphones,Completed
273711,Apple Airpods Headphones,8,15000,10/23/2019,Los Angeles,Headphones,Completed
234250,iPhone,20,70000,7/10/2019,New York City,Phone,Completed
292587,Apple Airpods Headphones,5,15000,11/1/2019,Los Angeles,Headphones,Cancelled
159398,Lightning Charging Cable,3,14.95,2/26/2019,San Francisco,Cable,Completed
230445,AAA Batteries (4-pack),2,2.99,7/3/2019,Los Angeles,Batteries,Completed
305181,AA Batteries (4-pack),8,3.84,12/3/2019,Los Angeles,Batteries,Completed
268852,Apple Airpods Headphones,12,15000,10/1/2019,Los Angeles,Headphones,Completed
305696,27in FHD Monitor,2,149.99,12/24/2019,Dallas,Monitor,Completed
239636,Bose SoundSport Headphones,3,99.99,8/30/2019,Dallas,Headphones,Completed
153390,Lightning Charging Cable,10,14.95,2/13/2019,San Francisco,Cable,Completed
217595,USB-C Charging Cable,40,11.95,6/28/2019,Dallas,Cable,Completed
214073,Bose SoundSport Headphones,20,99.99,6/15/2019,San Francisco,Headphones,Cancelled
294430,Bose SoundSport Headphones,8,99.99,11/21/2019,Dallas,Headphones,Completed
205808,27in 4K Gaming Monitor,12,389.99,5/1/2019,Dallas,Monitor,Completed
282223,iPhone,4,70000,11/9/2019,Los Angeles,Phone,Cancelled
187066,AA Batteries (4-pack),12,3.84,4/16/2019,Dallas,Batteries,Completed
244992,AA Batteries (4-pack),4,3.84,8/16/2019,Dallas,Batteries,Cancelled
160726,27in FHD Monitor,8,149.99,2/13/2019,Boston,Monitor,Completed
266753,Flatscreen TV,10,30000,10/23/2019,Dallas,TV,Completed
187986,USB-C Charging Cable,15,11.95,4/29/2019,New York City,Cable,Cancelled
286945,Flatscreen TV,3,30000,11/17/2019,New York City,TV,Completed
245272,USB-C Charging Cable,12,11.95,8/23/2019,San Francisco,Cable,Completed
304258,Bose SoundSport Headphones,8,99.99,12/29/2019,Dallas,Headphones,In Progress
267161,Lightning Charging Cable,15,14.95,10/10/2019,Boston,Cable,Completed
228617,27in 4K Gaming Monitor,10,389.99,7/29/2019,Boston,Monitor,Completed
215764,27in FHD Monitor,5,149.99,6/16/2019,Boston,Monitor,Completed
302144,20in Monitor,4,109.99,12/4/2019,New York City,Monitor,Completed
186792,27in 4K Gaming Monitor,3,389.99,4/26/2019,San Francisco,Monitor,Completed
255618,AAA Batteries (4-pack),20,2.99,9/1/2019,Dallas,Batteries,Completed
302147,Macbook Pro Laptop,25,1.7,12/13/2019,Los Angeles,Laptop,Completed
207904,Flatscreen TV,20,30000,5/22/2019,Los Angeles,TV,Completed
237141,20in Monitor,6,109.99,8/16/2019,New York City,Monitor,Completed
178027,Lightning Charging Cable,10,14.95,4/6/2019,New York City,Cable,Completed
183645,AA Batteries (4-pack),20,3.84,4/23/2019,Boston,Batteries,Completed
162956,AAA Batteries (4-pack),16,2.99,3/11/2019,Dallas,Batteries,Completed
211048,Lightning Charging Cable,20,14.95,6/30/2019,San Francisco,Cable,Completed
287606,AAA Batteries (4-pack),5,2.99,11/22/2019,Dallas,Batteries,Completed
198859,34in Ultrawide Monitor,4,379.99,5/27/2019,Los Angeles,Monitor,Completed
192839,Google Phone,4,60000,4/28/2019,San Francisco,Phone,Completed
218515,Wired Headphones,9,11.99,6/21/2019,Los Angeles,Headphones,Completed
292441,Lightning Charging Cable,8,14.95,11/16/2019,Boston,Cable,Completed
162426,USB-C Charging Cable,15,11.95,3/17/2019,San Francisco,Cable,Completed
300849,Lightning Charging Cable,9,14.95,12/4/2019,Dallas,Cable,Cancelled
261004,AAA Batteries (4-pack),5,2.99,10/23/2019,Los Angeles,Batteries,Completed
287853,USB-C Charging Cable,1,11.95,11/9/2019,Dallas,Cable,Completed
210798,Lightning Charging Cable,5,14.95,6/24/2019,Los Angeles,Cable,In Progress
215499,27in FHD Monitor,10,149.99,6/2/2019,San Francisco,Monitor,Completed
279731,Apple Airpods Headphones,9,15000,11/5/2019,Los Angeles,Headphones,Cancelled
141585,AA Batteries (4-pack),24,3.84,1/11/2019,New York City,Batteries,Completed
299804,27in FHD Monitor,1,149.99,12/7/2019,New York City,Monitor,Completed
231493,Apple Airpods Headphones,8,15000,7/23/2019,New York City,Headphones,Completed
289705,Flatscreen TV,20,30000,11/6/2019,San Francisco,TV,Completed
238183,Lightning Charging Cable,1,14.95,8/24/2019,Boston,Cable,In Progress
190722,27in FHD Monitor,5,149.99,4/8/2019,Los Angeles,Monitor,In Progress
158216,Lightning Charging Cable,2,14.95,2/4/2019,Boston,Cable,Completed
199779,ThinkPad Laptop,6,999.99,5/1/2019,San Francisco,Laptop,Cancelled
312374,Wired Headphones,5,11.99,12/27/2019,Dallas,Headphones,Cancelled
316042,iPhone,15,70000,12/26/2019,Dallas,Phone,Completed
184693,Lightning Charging Cable,20,14.95,4/3/2019,New York City,Cable,In Progress
260480,AA Batteries (4-pack),4,3.84,10/16/2019,Dallas,Batteries,Completed
292581,AA Batteries (4-pack),4,3.84,11/12/2019,Dallas,Batteries,Completed
288648,AAA Batteries (4-pack),12,2.99,11/19/2019,Dallas,Batteries,Cancelled
195322,USB-C Charging Cable,10,11.95,5/29/2019,Dallas,Cable,Completed
280800,20in Monitor,5,109.99,11/30/2019,New York City,Monitor,Completed
288139,Google Phone,6,60000,11/20/2019,Dallas,Phone,Cancelled
205147,Macbook Pro Laptop,8,1.7,5/19/2019,Boston,Laptop,Completed
173162,ThinkPad Laptop,4,999.99,3/31/2019,San Francisco,Laptop,Completed
301754,USB-C Charging Cable,15,11.95,12/12/2019,San Francisco,Cable,Completed
263752,USB-C Charging Cable,6,11.95,10/9/2019,Boston,Cable,Cancelled
281574,20in Monitor,4,109.99,11/21/2019,Boston,Monitor,Completed
226658,Google Phone,2,60000,7/9/2019,Boston,Phone,Completed
249205,Lightning Charging Cable,40,14.95,9/24/2019,Dallas,Cable,Completed
280663,Flatscreen TV,6,30000,11/4/2019,Boston,TV,Completed
291405,USB-C Charging Cable,12,11.95,11/25/2019,Dallas,Cable,Completed
305824,ThinkPad Laptop,2,999.99,12/23/2019,San Francisco,Laptop,Completed
305312,Wired Headphones,2,11.99,12/23/2019,Dallas,Headphones,In Progress
247499,USB-C Charging Cable,1,11.95,8/2/2019,New York City,Cable,Completed
143032,Bose SoundSport Headphones,5,99.99,1/8/2019,San Francisco,Headphones,Completed
269635,Wired Headphones,6,11.99,10/3/2019,Boston,Headphones,Cancelled
158359,AAA Batteries (4-pack),9,2.99,2/6/2019,Boston,Batteries,Completed
163209,Bose SoundSport Headphones,2,99.99,3/24/2019,Los Angeles,Headphones,Completed
147358,Lightning Charging Cable,6,14.95,1/7/2019,Dallas,Cable,Completed
238454,Flatscreen TV,25,30000,8/2/2019,New York City,TV,Completed
197019,Wired Headphones,5,11.99,5/31/2019,Boston,Headphones,Cancelled
152973,Wired Headphones,4,11.99,2/13/2019,Boston,Headphones,Completed
302278,Apple Airpods Headphones,20,15000,12/2/2019,Dallas,Headphones,In Progress
159675,Wired Headphones,20,11.99,2/27/2019,Los Angeles,Headphones,Completed
258500,Wired Headphones,20,11.99,9/8/2019,San Francisco,Headphones,Completed
224565,Wired Headphones,12,11.99,7/3/2019,Boston,Headphones,Completed
210911,Macbook Pro Laptop,8,1.7,6/27/2019,San Francisco,Laptop,Completed
241869,Google Phone,10,60000,8/14/2019,San Francisco,Phone,In Progress
234920,Flatscreen TV,4,30000,7/24/2019,New York City,TV,Completed
178795,Apple Airpods Headphones,10,15000,4/17/2019,Dallas,Headphones,Completed
244084,Apple Airpods Headphones,12,15000,8/22/2019,Boston,Headphones,Completed
180123,Wired Headphones,6,11.99,4/9/2019,Dallas,Headphones,Completed
208291,Bose SoundSport Headphones,1,99.99,5/1/2019,Dallas,Headphones,Completed
300569,Macbook Pro Laptop,3,1.7,12/30/2019,Boston,Laptop,Completed
182734,Apple Airpods Headphones,3,15000,4/14/2019,Boston,Headphones,Completed
232148,Google Phone,10,60000,7/21/2019,Boston,Phone,Completed
200044,Lightning Charging Cable,16,14.95,5/18/2019,New York City,Cable,Completed
174359,USB-C Charging Cable,12,11.95,3/17/2019,Los Angeles,Cable,Completed
317748,USB-C Charging Cable,20,11.95,12/12/2019,Los Angeles,Cable,Completed
315649,AA Batteries (4-pack),25,3.84,12/4/2019,Dallas,Batteries,Completed
271880,Lightning Charging Cable,30,14.95,10/1/2019,Boston,Cable,Completed
216833,USB-C Charging Cable,15,11.95,6/22/2019,New York City,Cable,Cancelled
273187,34in Ultrawide Monitor,2,379.99,10/6/2019,New York City,Monitor,Completed
262183,AAA Batteries (4-pack),16,2.99,10/11/2019,Dallas,Batteries,Completed
145771,AA Batteries (4-pack),3,3.84,1/31/2019,Dallas,Batteries,Completed
244489,Apple Airpods Headphones,3,15000,8/22/2019,Dallas,Headphones,Cancelled
283152,Bose SoundSport Headphones,10,99.99,11/9/2019,New York City,Headphones,Completed
145384,Lightning Charging Cable,10,14.95,1/4/2019,San Francisco,Cable,In Progress
202545,Macbook Pro Laptop,12,1.7,5/31/2019,San Francisco,Laptop,In Progress
267149,Vareebadd Phone,4,40000,10/3/2019,Los Angeles,Phone,Completed
159154,USB-C Charging Cable,20,11.95,2/8/2019,Los Angeles,Cable,Completed
147099,USB-C Charging Cable,5,11.95,1/27/2019,Boston,Cable,Completed
216818,Bose SoundSport Headphones,4,99.99,6/25/2019,New York City,Headphones,Cancelled
274619,Flatscreen TV,5,30000,10/15/2019,Boston,TV,Cancelled
159026,Wired Headphones,8,11.99,2/1/2019,San Francisco,Headphones,Cancelled
174996,AAA Batteries (4-pack),9,2.99,3/16/2019,Dallas,Batteries,Completed
261662,USB-C Charging Cable,4,11.95,10/16/2019,Los Angeles,Cable,Completed
283420,Bose SoundSport Headphones,5,99.99,11/15/2019,New York City,Headphones,Completed
286043,USB-C Charging Cable,25,11.95,11/10/2019,Dallas,Cable,Completed
225330,Lightning Charging Cable,15,14.95,7/30/2019,Boston,Cable,Completed
274104,AAA Batteries (4-pack),3,2.99,10/30/2019,New York City,Batteries,Completed
